name,所在地,TEL,url,営業時間,定休日,image_url,免許
株式会社　大知建設,沖縄県宜野湾市真栄原 2-12-3 全島ビル1F,098-943-9843,https://www.e-uchina.net/fudosan_kaisha/5634,月ー土 09:00〜18:00,日・祝,https://cdn.e-uchina.net/media/shop/005634/af0825f75c08a1c806c51b4130b197783d0fc66b.jpg,沖縄県知事免許(1)第4916号
有限会社 大通ビルディング,沖縄県宜野湾市大山 4-2-5 401,098-897-2152,https://www.e-uchina.net/fudosan_kaisha/6635,09:30〜17:30,日曜日・祝祭日,https://cdn.e-uchina.net/media/shop/006635/3bc05257f88386b4c47e176a4a27a14b4bce70ef.jpg,沖縄県知事免許(10)第1415号
(有)ダイデンハウス,沖縄県那覇市松尾 1-7-17,098-963-9558,https://www.e-uchina.net/fudosan_kaisha/5087,09:00〜19:00,日曜日,https://cdn.e-uchina.net/media/shop/005087/dd4c9a9a9299880b57375352e27b4b94f05b59fd.jpg,沖縄県知事免許(4)第3727号
(有)大都商事,沖縄県浦添市牧港 2-43-12,098-873-0102,https://www.e-uchina.net/fudosan_kaisha/5531,09:00〜18:00,日祝祭日,https://cdn.e-uchina.net/media/shop/005531/1b4e3c37588d711b5ce152c21f3c68813f8e3bb4.jpg,沖縄県知事免許(5)第2930号
(株)ダイナスティーハウジング,沖縄県北谷町浜川 243,098-926-1135,https://www.e-uchina.net/fudosan_kaisha/6981,月-金 09:00〜17:00土 09:00〜13:00,日曜日、第2.第3土曜日,https://cdn.e-uchina.net/media/shop/006981/b11c76eeea1a9dfe17812dda1fed458d5511e863.jpg,沖縄県知事免許番号（2）第4571号
(有)大八住宅,沖縄県那覇市安里 491-7,098-869-1515,https://www.e-uchina.net/fudosan_kaisha/5021,09:00〜18:00,日祝祭日,https://cdn.e-uchina.net/media/shop/005021/7519a6c95b290515a3507772dce855ea2d4657ba.jpg,沖縄県知事免許(10)第1013号
太平住建,鹿児島県奄美市名瀬金久町 8-6 太平住建ビル 1階,0997-53-1311,https://www.e-uchina.net/fudosan_kaisha/7923,09:00〜18:00,日曜日,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,鹿児島県知事免許（１）第６４０５号
(株)大宝,沖縄県沖縄市仲宗根町 2-14,098-934-5097,https://www.e-uchina.net/fudosan_kaisha/5849,09:00〜18:00,土日祝祭日,https://cdn.e-uchina.net/media/shop/005849/8548a7077d4fc6f67ee07259478349048c0eb620.jpg,沖縄県知事免許(2)第4791号
(株)大鵬パートナー,沖縄県沖縄市南桃原 2-20-16,098-930-2727,https://www.e-uchina.net/fudosan_kaisha/5519,月-金 10:00〜18:00,土・日・祝日,https://cdn.e-uchina.net/media/shop/005519/4b52bebefb62d89f005c0c986b5a337cc4bdf879.jpg,沖縄県知事免許(2)第3914号
(有)タイムプロジェクト,沖縄県北中城村瑞慶覧 411-2,098-936-0070,https://www.e-uchina.net/fudosan_kaisha/5995,09:00〜18:00,土日・祝祭日,https://cdn.e-uchina.net/media/shop/005995/9b520b324e294aff5f4a54f510c542fd77f0e8ac.jpg,沖縄県知事免許(4)第3830号
(有)タイムリー,沖縄県那覇市国場 1168-18,098-854-5557,https://www.e-uchina.net/fudosan_kaisha/5088,09:00〜18:00,日曜　祝祭日　第1・3・5土曜日,https://cdn.e-uchina.net/media/shop/005088/51e716e5563acc30ebf62776505ecd99a0617db7.jpg,沖縄県知事免許(5)第3292号
太陽開発,沖縄県豊見城市豊見城 34-101,098-850-6822,https://www.e-uchina.net/fudosan_kaisha/5724,08:00〜19:00,なし,https://cdn.e-uchina.net/media/shop/005724/085e00c9c250773f7e4be5af2e41a7bc9f7c1d97.jpg,沖縄県知事免許(1)第5266号
(有)大和住宅産業,沖縄県浦添市安波茶 1-31-2,098-876-1232,https://www.e-uchina.net/fudosan_kaisha/5069,09:00〜18:00,日曜日,https://cdn.e-uchina.net/media/shop/005069/845eedbac23a54428aa732715a57ee06301c53c3.jpg,沖縄県知事免許(4)第3308号
大和商工株式会社,沖縄県沖縄市桃原 3-8-1 大和オフィスビル,098-934-0888,https://www.e-uchina.net/fudosan_kaisha/5264,09:00〜18:00,水曜日（祝日除く）,https://cdn.e-uchina.net/media/shop/005264/6c89d1a9168d7342bfde2d75270be060bc918173.jpg,沖縄県知事免許(8)第2394号
（有）大和商事,沖縄県石垣市登野城 655-2,0980-83-4837,https://www.e-uchina.net/fudosan_kaisha/6311,09:00〜19:00,日曜日,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事免許(8)第1729号
大和ハウス工業(株) 沖縄支店 マンション,沖縄県那覇市おもろまち 4-11-25,098-941-7116,https://www.e-uchina.net/fudosan_kaisha/7525,10:30〜19:00,火・水曜日,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,国土交通大臣(15)第0245号
大和ハウス工業株式会社,沖縄県那覇市おもろまち 4-11-25,098-941-7117,https://www.e-uchina.net/fudosan_kaisha/5715,平日 09:00〜18:00,土・日・祝,https://cdn.e-uchina.net/media/shop/005715/5782e699b03e7420da2812105da9864f5468b071.jpg,国土交通大臣(16)第0245号
Ｔ・Ｍ・ＭＯＲＥ,沖縄県石垣市大川 40-3 天久店舗1F北,0980-83-6543,https://www.e-uchina.net/fudosan_kaisha/6327,月ー土 11:00〜17:00営業B,,https://cdn.e-uchina.net/media/shop/006327/2bf0c83b3623eebe37fe5cf9e3d693508e23a045.jpg,沖縄県知事免許(2)第3903号
高丘不動産,沖縄県北谷町上勢頭 540-7,098-936-5898,https://www.e-uchina.net/fudosan_kaisha/5782,09:00〜18:00,日曜日,https://cdn.e-uchina.net/media/shop/005782/5a1638c63dca3d73f3acd8f7aca9a4a771e9ddf5.jpg,沖縄県知事免許(11)第1009号
(有)高蔵住宅,沖縄県那覇市小禄 414-3 コートヴィレッジ奥武山101号,098-857-7311,https://www.e-uchina.net/fudosan_kaisha/5046,10:00〜17:30 (定休日水曜日等を除く),水曜日、年末年始,https://cdn.e-uchina.net/media/shop/005046/7523ce91de9ac665f024b26e33c315a279d3e024.jpg,沖縄県知事免許(4)第3664号
(株)高田産業,沖縄県那覇市おもろまち 4-10-18 タカダ新都心マンション 201,098-868-1808,https://www.e-uchina.net/fudosan_kaisha/5078,08:30〜17:30,日曜・祝日,https://cdn.e-uchina.net/media/shop/005078/e4f33d27f3c3b7e1f61555c29b08610d7bc0ca0f.jpg,沖縄県知事免許(12)第0796号
Takano Home,沖縄県沖縄市泡瀬 1-8-3 シーサイド泡瀬2F,098-987-8338,https://www.e-uchina.net/fudosan_kaisha/7296,10:00〜18:00,日曜日,https://cdn.e-uchina.net/media/shop/007296/893a2ca726b7c452209f842cebefa24831eb1af2.jpg,沖縄県知事免許(2)第4754号
(有)高原不動産,沖縄県沖縄市高原 7-34-10 GRAND SIDE 1F,098-932-4560,https://www.e-uchina.net/fudosan_kaisha/5204,平日 09:00〜18:00土曜日 09:00〜17:00,日・祝,https://cdn.e-uchina.net/media/shop/005204/1d9150ec042a4a4a0cda9378a791b78abe442158.jpg,沖縄県知事免許(12)第0629号
(株)タカビル,沖縄県那覇市久茂地 3-9-12,098-864-0041,https://www.e-uchina.net/fudosan_kaisha/6392,10:30〜18:30,日曜日･祝日,https://cdn.e-uchina.net/media/shop/006392/e113a3d2aee3045eafb4b019db98a4fe993b8ac9.jpg,沖縄県知事免許(2)第4458号
タカラエステート,沖縄県那覇市大道 129-2,098-885-3545,https://www.e-uchina.net/fudosan_kaisha/5548,09:00〜19:00,不定休,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事免許(3)第4166号
高良土地建物事務所,沖縄県浦添市沢岻 1-2-11 2F,098-943-9675,https://www.e-uchina.net/fudosan_kaisha/7513,月-土 09:00〜17:00,日曜日,https://cdn.e-uchina.net/media/shop/007513/3732e247cc523ea35b5ad7b412be6499f8132d30.jpg,沖縄県知事⑴4992号
(有)タカラハウジング,沖縄県うるま市赤道 1-4,098-974-5557,https://www.e-uchina.net/fudosan_kaisha/5441,09:00〜18:00,日・祝祭日,https://cdn.e-uchina.net/media/shop/005441/916d3dc35bf6a4aa022226c0861f2db726f55039.jpg,沖縄県知事免許(5)第3562号
(株)タカラハウス,沖縄県那覇市壺川 3-4-23,098-834-7300,https://www.e-uchina.net/fudosan_kaisha/5009,月-土 10:00〜18:30,日曜・祝祭日・GW／年末年始,https://cdn.e-uchina.net/media/shop/005009/7b41ded7292e540c99dca0a3635fd318cabc1736.jpg,沖縄県知事免許(2)第4718号
託一株式会社 　本社,沖縄県那覇市安里 361-34,098-882-2018,https://www.e-uchina.net/fudosan_kaisha/5902,08:45〜17:45,土日･祝祭日･年末年始,https://cdn.e-uchina.net/media/shop/005902/c0697e75974255c52b451c64a781f42284dfdc75.jpg,沖縄県知事免許(4)第3939号
託一不動産株式会社 本店営業,沖縄県那覇市安里 361-34,098-894-8320,https://www.e-uchina.net/fudosan_kaisha/5910,09:00〜17:45,土日・祝祭日・年末年始,https://cdn.e-uchina.net/media/shop/005910/c84b4729d0ebb07745c1bef0dd54bb97d6846c87.jpg,沖縄県知事免許(2)第4969号
託一不動産株式会社　名護店,沖縄県名護市宇茂佐の森 5-1-6 101号室,0980-45-0055,https://www.e-uchina.net/fudosan_kaisha/7171,09:00〜17:45,土曜日・祝日,https://cdn.e-uchina.net/media/shop/007171/6ab85ecd6a9036e0c947b3ced04c96e1d7431c91.jpg,沖縄県知事免許(2)第4969号
託一不動産株式会社　美里店,沖縄県沖縄市東 2-13-5,098-934-2103,https://www.e-uchina.net/fudosan_kaisha/5627,09:00〜17:45,土曜日・祝日,https://cdn.e-uchina.net/media/shop/005627/98c26cf47fff779da157f7c8721a75b2065edd6a.jpg,沖縄県知事免許(2)第4969号
たくし不動産事務所,沖縄県うるま市宮里 203-1,098-973-7770,https://www.e-uchina.net/fudosan_kaisha/7187,09:00〜18:00,土曜日・日曜日・祝日　※お電話での対応はいつでも可能です。,https://cdn.e-uchina.net/media/shop/007187/76d3913777422c4bd81f3481daaaea4e5ff9bc93.jpg,沖縄県知事免許(2)第4562号
株式会社　拓信,沖縄県沖縄市越来 3-15-31,098-989-0960,https://www.e-uchina.net/fudosan_kaisha/7796,月〜土 09:00〜18:00,日・祝・GW・お盆・年末年始,https://cdn.e-uchina.net/media/shop/007796/318ad957d48aaaeaabf66a994dbfd33b5c11343b.jpg,沖縄県知事(1)第5366号
(株)拓創,沖縄県那覇市仲井真 271-1 102,098-851-4649,https://www.e-uchina.net/fudosan_kaisha/5815,09:30〜18:00,日曜・祝祭日,https://cdn.e-uchina.net/media/shop/005815/5d55a6362bf47b634aa2efdcb98d076c52195403.jpg,沖縄県知事免許(3)第4047号
託創開発,沖縄県西原町小橋川 156-6 3階,098-945-2046,https://www.e-uchina.net/fudosan_kaisha/5557,09:00〜18:00,日曜日,https://cdn.e-uchina.net/media/shop/005557/a47c9431ef6e234457441c97e6d8491677570db8.jpg,沖縄県知事免許(4)第3269号
(有)拓実住宅,沖縄県浦添市宮城 1-28-3,098-879-0241,https://www.e-uchina.net/fudosan_kaisha/5027,09:30〜17:00,"毎週水曜日（2023年1月～）,日祝祭日,旧盆他",https://cdn.e-uchina.net/media/shop/005027/77c754a7525c04cc8aaf3c3ab3d72db97aeb7e93.jpg,沖縄県知事免許(11)第0957号
株式会社拓陽住宅,沖縄県南城市大里字高平 131-36,098-943-1985,https://www.e-uchina.net/fudosan_kaisha/5384,平日 09:00〜18:00土曜日 09:00〜17:00,日・祝日,https://cdn.e-uchina.net/media/shop/005384/c9e5f90a0d38049b0015af3509631ce8f6f43583.jpg,沖縄県知事免許(1)第5683号
（株）竹下コーポレーション,沖縄県浦添市屋富祖 3-34-17 EACビル3F,098-943-1851,https://www.e-uchina.net/fudosan_kaisha/6376,月ー金 09:00〜18:00,日・祝,https://cdn.e-uchina.net/media/shop/006376/58cff65761ca4025b9a3da3eef5f524759fe7b87.jpg,沖縄県知事免許(2)4513号
タケダ不動産,鹿児島県奄美市名瀬港町 16-15,0997-53-6611,https://www.e-uchina.net/fudosan_kaisha/7915,09:00〜18:00,日曜日,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,鹿児島県知事 (11) 第002582号
(有)たけちゃんほーむ,沖縄県那覇市田原 4-2-6 1-C,098-859-0833,https://www.e-uchina.net/fudosan_kaisha/5063,月～金曜日 09:30〜17:30土曜日 10:00〜17:30,水曜日・日曜日・祝日,https://cdn.e-uchina.net/media/shop/005063/1943be92941babb7a31ead2bbffac8f647a58625.jpg,沖縄県知事免許(5)第3365号
(有)たけちゃんほーむ　宮古島店,沖縄県宮古島市平良字下里 1246-1,0980-75-0833,https://www.e-uchina.net/fudosan_kaisha/7724,09:30〜17:30土曜日 10:00〜17:30,水･日･祝日,https://cdn.e-uchina.net/media/shop/007724/b9540d4d07d37789384b19d5d956cdde8b1b3d07.jpg,沖縄県知事免許番号(5)3365号
（有）たけちゃんほーむ与那原店,沖縄県与那原町与那原 1005,098-943-0823,https://www.e-uchina.net/fudosan_kaisha/6328,平日 09:30〜17:30土曜日 10:00〜17:30,水曜日・日曜日・祝日・GW・年末年始,https://cdn.e-uchina.net/media/shop/006328/8902e27829d579378f20e517ab554dc50efad574.jpg,沖縄県知事免許番号(5)第3365
たちばなハウジング,沖縄県沖縄市海邦 2-14-11,098-937-6586,https://www.e-uchina.net/fudosan_kaisha/5118,10:30〜18:00,日･祝祭日,https://cdn.e-uchina.net/media/shop/005118/f8acb52dcd49ff10fe936c9018aaaf2fb38a1670.jpg,沖縄県知事免許(2)第4485号
宅建AGハーミットクラブ,沖縄県本部町北里 518-1,0980-51-7230,https://www.e-uchina.net/fudosan_kaisha/5405,営業A 10:00〜17:00営業B,日・祝祭日,https://cdn.e-uchina.net/media/shop/005405/fd1d7639e129ac8dfc3a10bf63a600ac5826cf50.jpg,沖縄県知事免許(4)第3611号
(資)たばた商事,沖縄県那覇市西 1-3-7 セゾンたばた206,098-868-6474,https://www.e-uchina.net/fudosan_kaisha/5454,平日 08:30〜18:00土曜日 08:30〜12:00,日曜日、祝日,https://cdn.e-uchina.net/media/shop/005454/549a287584d57d3476c06d322bcf6073316bd068.jpg,沖縄県知事免許(14)第0275号
(有)タフ住研,沖縄県那覇市寄宮 148-6,098-855-2222,https://www.e-uchina.net/fudosan_kaisha/5206,月曜日ー金曜日 09:00〜18:00第1、3、5土曜日 09:00〜15:00 令和4年7月より変更となりました。,第2・4土・日・祝祭日,https://cdn.e-uchina.net/media/shop/005206/630f8ec9566e6b20fb9258446cc1258bbd8ee96d.jpg,沖縄県知事免許(8)第2425号
タフホーム株式会社,沖縄県那覇市寄宮 148-6 102,098-851-3220,https://www.e-uchina.net/fudosan_kaisha/7730,月-土 09:00〜18:00,日曜・祝日・第２、第４土曜日,https://cdn.e-uchina.net/media/shop/007730/3955323a1e937282c288ec7462444d269b261432.jpg,沖縄県知事免許番号（1）第5160号
タマキホーム(株),沖縄県那覇市壺川 1-12-8,098-831-9285,https://www.e-uchina.net/fudosan_kaisha/5450,10:00〜17:00,水曜日,https://cdn.e-uchina.net/media/shop/005450/482c12d6b2acce9778840d7a088aff6aa00a4c13.jpg,国土交通大臣(1)第009601号
タマキホーム(株) 中部支店,沖縄県うるま市赤道 10-17,098-974-9295,https://www.e-uchina.net/fudosan_kaisha/5484,10:00〜17:00,ナシ,https://cdn.e-uchina.net/media/shop/005484/be11138bb4a52067d71fbc7d5a75a0a261510826.jpg,国土交通大臣(1)第009601号
タマホーム株式会社,沖縄県北谷町伊平 575,098-983-7430,https://www.e-uchina.net/fudosan_kaisha/6695,09:00〜20:00,水曜日、年末年始,https://cdn.e-uchina.net/media/shop/006695/36fd12b5743b49526d434e8c8e86ee73446d5e7e.jpg,国土交通大臣(4)第6857号
(株)ダルマ,沖縄県那覇市泊 3-7-14 国際貿易ビル5F,098-963-6595,https://www.e-uchina.net/fudosan_kaisha/7293,10:00〜19:00,ナシ,https://cdn.e-uchina.net/media/shop/007293/9d048ab7cbe18b7905ceb65fc222dfc53644def6.jpg,沖縄県知事免許(2)第4727号
株式会社 Team琉球エステート,沖縄県西原町小橋川 88 丸雄マンションA-1,098-943-5439,https://www.e-uchina.net/fudosan_kaisha/5581,09:30〜18:00,日曜日・祝祭日,https://cdn.e-uchina.net/media/shop/005581/aa1e99df85f749449e05042a065677b3985665de.jpg,沖縄県知事免許(1)第4396号
中央産業株式会社,沖縄県浦添市港川 2-2-2,050-8881-8755,https://www.e-uchina.net/fudosan_kaisha/7949,月〜金 08:30〜17:30,土日,https://cdn.e-uchina.net/media/shop/007949/8f96e28d129584d7ca14e1bf5d65862f30f95563.jpg,沖縄県知事（1）第5398号
中央住研,沖縄県沖縄市美原 1-20-1 高江第五ビル1F,098-938-9616,https://www.e-uchina.net/fudosan_kaisha/5327,月〜金 09:00〜18:00土 09:00〜15:00,日曜・祝祭日,https://cdn.e-uchina.net/media/shop/005327/0b60bf93538b518c5c79c9abe55840dbc8bff264.jpg,沖縄県知事免許(11)第1144号
(有)中央住宅,沖縄県沖縄市園田 3-10-14,098-933-3888,https://www.e-uchina.net/fudosan_kaisha/5580,09:00〜18:00,日・祝祭日,https://cdn.e-uchina.net/media/shop/005580/2e0d78ccf9b5cd384f469c8ea467fe1d9e29f8fe.jpg,沖縄県知事免許(1)第3708号
中央不動産,鹿児島県奄美市名瀬末広町 11-18,0997-57-6336,https://www.e-uchina.net/fudosan_kaisha/7905,09:00〜18:00,毎週、日曜日,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,鹿児島県知事（5）5152号
中央不動産,沖縄県宜野湾市真志喜 3-16-23,098-897-6726,https://www.e-uchina.net/fudosan_kaisha/5212,営業A 10:00〜18:30 2022年年始は１月4日からスタートします。宜しくお願い致します。営業B,日祝祭日,https://cdn.e-uchina.net/media/shop/005212/ef6bfb148c6d348bbd6329c175f554daced6945c.jpg,沖縄県知事免許(9)第1756号
株式会社ホーム21 中部営業所,沖縄県沖縄市比屋根 1-16-9 1F,098-989-1899,https://www.e-uchina.net/fudosan_kaisha/7989,09:00〜18:00,水曜日,https://cdn.e-uchina.net/media/shop/007989/4ae15c2134dccc81a4ff89a71a02bbb31373a7e7.jpg,沖縄県知事（3）第3386号
中部興産(株) 泡瀬店,沖縄県沖縄市高原 7-28-8,098-921-0011,https://www.e-uchina.net/fudosan_kaisha/5685,月ー土 09:00〜17:30 定休日：日曜日,日曜日,https://cdn.e-uchina.net/media/shop/005685/d86c23ceeae85ccf2dfa2f87d87ae4fc3e232def.jpg,沖縄県知事免許(9)第2159号
中部興産(株)浦添店,沖縄県浦添市大平 1-2-3,098-879-0039,https://www.e-uchina.net/fudosan_kaisha/5510,月-土 09:00〜17:30,日曜日,https://cdn.e-uchina.net/media/shop/005510/c1884f71cceb8ea2e0f258f9c48e8ff13b5f9207.jpg,沖縄県知事免許(9)第2159号
中部興産(株)沖縄市本店,沖縄県沖縄市仲宗根町 24-9,098-921-3700,https://www.e-uchina.net/fudosan_kaisha/5684,月-土 09:00〜17:30,日曜日,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事免許(9)第2159号
中部興産(株)小禄とよみ店,沖縄県豊見城市伊良波 157-1,098-851-1133,https://www.e-uchina.net/fudosan_kaisha/5954,月ー土 09:00〜17:30,日曜日,https://cdn.e-uchina.net/media/shop/005954/cf93c2a8f666a6ba972eebe2863177cd2819a00d.jpg,沖縄県知事免許(9)第2159号
中部興産(株)宜野湾店,沖縄県宜野湾市上原 1-8-2 103,098-892-0023,https://www.e-uchina.net/fudosan_kaisha/5368,月ー土 09:00〜17:30,日曜日,https://cdn.e-uchina.net/media/shop/005368/623aa699d53802dc83595cbae1d64b0e8a8751ed.jpg,沖縄県知事免許(9)第2159号
中部興産(株)具志川店,沖縄県うるま市安慶名 3-39-1 1階,098-974-3500,https://www.e-uchina.net/fudosan_kaisha/5686,月ー土 09:00〜17:30,日曜日,https://cdn.e-uchina.net/media/shop/005686/5374e0ee3e9fd856357cede4e3873bfc2789d97c.jpg,沖縄県知事免許(9)第2159号
中部興産(株) 那覇新都心店売買部,沖縄県那覇市安謝 2-4-1,098-860-5540,https://www.e-uchina.net/fudosan_kaisha/6197,月ー土 09:00〜17:30,日曜日(繁忙期2月中旬〜4月中旬は例年通り営業)　年末年始,https://cdn.e-uchina.net/media/shop/006197/99e056d185a3b1ea98620eec470dae0c0e433653.jpg,沖縄県知事免許(9)第2159号
中部興産(株)名護店,沖縄県名護市大南 2-8-2,0980-52-7515,https://www.e-uchina.net/fudosan_kaisha/5793,月ー土 09:00〜17:30,日曜日,https://cdn.e-uchina.net/media/shop/005793/1f16a5e10ec56c431cf28290dd4470b1b10d4220.jpg,沖縄県知事免許(9)第2159号
中部興産(株)那覇新都心店,沖縄県那覇市安謝 2-4-1,098-860-5553,https://www.e-uchina.net/fudosan_kaisha/5393,月ー土 09:00〜17:30,日曜日　年末年始,https://cdn.e-uchina.net/media/shop/005393/880ac13fb4aa0b2bda1e14bdb287502113c7f8c4.jpg,沖縄県知事免許(9)第2159号
中部興産(株) 那覇楚辺店,沖縄県那覇市楚辺 2-25-7,098-854-5967,https://www.e-uchina.net/fudosan_kaisha/5004,月ー土 09:00〜17:30,日曜日,https://cdn.e-uchina.net/media/shop/005004/58d4324f1aa6bad57171f82b6291ec0bf1ca8482.jpg,沖縄県知事免許(9)第2159号
中部興産(株) 売買斡旋部,沖縄県沖縄市仲宗根町 24-9,098-937-5138,https://www.e-uchina.net/fudosan_kaisha/5971,月ー土 09:00〜17:30,日曜日(繁忙期2月中旬〜4月中旬は例年通り営業),https://cdn.e-uchina.net/media/shop/005971/88f3889ecf58e3ff5252c2ce42a782315bc772aa.jpg,沖縄県知事免許(9)第2159号
中部住宅開発,沖縄県うるま市具志川 2476,098-973-2906,https://www.e-uchina.net/fudosan_kaisha/6426,月〜土 09:00〜18:00,日曜日、GW、お盆、年末年始,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事免許番号（10）第1178号
美ら島不動産,沖縄県石垣市八島町 2-12-7,0980-82-2707,https://www.e-uchina.net/fudosan_kaisha/6315,月〜土 09:00〜17:00,日・祝・GW・お盆・年末年始,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事(1)第5206号
美ら星不動産株式会社,沖縄県那覇市牧志 3-1-1 2階,098-862-5908,https://www.e-uchina.net/fudosan_kaisha/7737,09:00〜18:00,年中無休,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事免許(1)5222号
(株)千代正不動産,沖縄県那覇市安里 1-7-17,098-867-1869,https://www.e-uchina.net/fudosan_kaisha/5011,月ー金 09:30〜18:00,土・日・祝祭日,https://cdn.e-uchina.net/media/shop/005011/872e387e905409afe35cced86800bbfcb1a465ff.jpg,沖縄県知事免許(14)第0221号
(株)TSUHAKO OFFICE21,沖縄県宜野湾市宜野湾 1-8-9 アネックスビル3階,098-892-8123,https://www.e-uchina.net/fudosan_kaisha/5605,月・火・木・金・土 10:00〜18:00,水・日・祝祭日　旧盆（ウークイ）、年末年始休み：12/31～1/3,https://cdn.e-uchina.net/media/shop/005605/6cd70aa842d439f0f2a650eae25bfd3e0d3b0d21.jpg,沖縄県知事免許(2)第4422号
ディ・スペック株式会社,沖縄県那覇市壺屋 1-6-2 4F,050-5434-2733,https://www.e-uchina.net/fudosan_kaisha/5636,月･火･木･金･土 10:00〜19:00,毎週 水曜日・毎週 日曜日,https://cdn.e-uchina.net/media/shop/005636/ad83c31402caeb9077e697eed89f51d286626554.jpg,沖縄県知事免許(4)第3815号
株式会社D&C,沖縄県那覇市泊 2-5-10 101,098-943-7333,https://www.e-uchina.net/fudosan_kaisha/6448,10:00〜18:00 月〜金,水・GW・お盆・年末年始,https://cdn.e-uchina.net/media/shop/006448/6b3ccfe324f45f8a21825b7252b888cb8ce53bbe.jpg,国土交通大臣免許（1）第10236号
(株)TKハウジング,沖縄県那覇市安謝 2-4-10 R'sコート新都心1F,098-943-6020,https://www.e-uchina.net/fudosan_kaisha/5858,09:00〜18:00,土曜・日曜・祝祭日・年末年始,https://cdn.e-uchina.net/media/shop/005858/5005d27bdd11b7213ef1bdb1775b731542bb8774.jpg,沖縄県知事免許(3)第4275号
(株)T・K企画,沖縄県那覇市辻 1-2-17 西武コーポIII 1階,080-6487-1054,https://www.e-uchina.net/fudosan_kaisha/5482,10:00〜18:00,土曜、日曜、祝日,https://cdn.e-uchina.net/media/shop/005482/bd643525c198dcc416687b5d69eae12167b5086a.jpg,沖縄県知事免許(4)第3952号
ティージーエステイト合同会社,沖縄県那覇市首里儀保町 1-21-9,098-887-0611,https://www.e-uchina.net/fudosan_kaisha/7610,09:00〜18:00,土･日･祝,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事免許(1)第5072号
てぃーだあとりえ,沖縄県うるま市江洲 541-3,098-975-2222,https://www.e-uchina.net/fudosan_kaisha/6391,月ー金 09:00〜18:00,土 日 祝日,https://cdn.e-uchina.net/media/shop/006391/44d9ddd538d200fcf081884b460b3c8d10b8efd9.jpg,沖縄県知事免許(3)4136号
(株)てぃーだカンカン不動産 コザ店,沖縄県沖縄市大里 1-11-1 てぃーだカンカンビル2F,098-923-3955,https://www.e-uchina.net/fudosan_kaisha/6395,月-金 10:00〜18:00土 10:00〜17:00,日祝祭,https://cdn.e-uchina.net/media/shop/006395/102550c490d35f7e6a3857a4a9218f2ba4c991f5.jpg,沖縄県知事免許(1)5416号
(株)てぃーだカンカン不動産　名護店,沖縄県名護市宮里 448-5,0980-43-1511,https://www.e-uchina.net/fudosan_kaisha/6491,月〜金 10:00〜18:00土 10:00〜17:00,日曜日・祝祭日・GW・年末年始,https://cdn.e-uchina.net/media/shop/006491/0e469581dd77cc667d69c24acfb766b715917dff.jpg,沖縄県知事(1)第5343号
(株)てぃーだカンカン不動産 うるま店,沖縄県うるま市宮里 55-1,098-989-1203,https://www.e-uchina.net/fudosan_kaisha/7185,月～金 10:00〜18:00土 10:00〜17:00,日曜日・祝祭日・GW・年末年始,https://cdn.e-uchina.net/media/shop/007185/c8b693327b8391eca4bde5dee7f6466aae477652.jpg,沖縄県知事(1)第5343号
(株)てぃーだカンカン不動産 宜野湾店,沖縄県宜野湾市野嵩 1-2-10,098-894-2544,https://www.e-uchina.net/fudosan_kaisha/5524,月-金 10:00〜18:00土 10:00〜17:00,日・祝日・年末年始・GW,https://cdn.e-uchina.net/media/shop/005524/136f3fc6be98d543c5ae71d705a0d292d7f50ce1.jpg,沖縄県知事免許(1)第5346号
株式会社Teach Plus,沖縄県那覇市松島 1-15-5 メゾンシュエット101,098-882-1001,https://www.e-uchina.net/fudosan_kaisha/5193,09:00〜19:30,日曜日,https://cdn.e-uchina.net/media/shop/005193/62aab9ec0a9c4e201feb1d0bb814b2ee90cde9aa.jpg,沖縄県知事免許（1）4448号
DDM沖縄,沖縄県那覇市首里石嶺町 2-92 プラザ石嶺II 102,098-885-8800,https://www.e-uchina.net/fudosan_kaisha/5417,月土 09:00〜18:00,日・祝祭日,https://cdn.e-uchina.net/media/shop/005417/1d1e89fc5b5a986ff6c756f3b1b5af55f50d00ea.jpg,沖縄県知事免許(4)第3632号
株式会社 Tプラス不動産コンサルタント,沖縄県那覇市古島 1-26-4 インターサイドレジデンス101,098-943-1922,https://www.e-uchina.net/fudosan_kaisha/7401,09:30〜17:30,土・日・祝,https://cdn.e-uchina.net/media/shop/007401/b2714dc71c7b3d8ef1aad4b85b0c0d63a4df4056.jpg,沖縄県知事免許（2）第4896号
